"otu"	"superkingdom"	"phylum"	"clade"	"order"	"family"	"genus"	"species"
2576868	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	"Phaeohelotium_tasmanicum"
742136	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Arachnopezizaceae"	"Arachnopeziza"	"Arachnopeziza_aurelia"
2906873	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Chlorospleniaceae"	"Chlorosplenium"	"Chlorosplenium_sinicum"
2705589	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Mollisiaceae"	"Mollisia"	"Mollisia_cf._cinerea"
5121	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"unidentified"
1617246	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_fraxinicola"
1617244	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_actinidiae"
1240221	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_asiatica"
1501442	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_magnoliicola"
79296	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_juglandis"
1617255	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_tectonae"
62701	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Podosphaera"	"unidentified"
293982	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Neoerysiphe"	"Neoerysiphe_cumminsiana"
1708261	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Golovinomyces"	"Golovinomyces_monardae"
2022554	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Rhytismatales"	"Cudoniaceae"	"Pachycudonia"	"Pachycudonia_monticola"
1325723	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_neocosmosporiellum"
131364	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_illudens"
2747386	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_bataticola"
2747964	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_helgardnirenbergiae"
42744	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_lichenicola"
2421284	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_metavorans"
117187	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_verticillioides"
5128	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_sambucinum"
56665	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_kyushuense"
282272	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_acaciae-mearnsii"
867872	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_compactum"
582650	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_delphinoides"
584108	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_lunatum"
2895620	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_guadeloupense"
61284	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_tricinctum"
48492	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_concolor"
78863	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_nisikadoi"
1237075	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_torreyae"
1237069	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_cyanostomum"
2717522	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_cassiae"
1053132	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_cicatricum"
1053258	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Thelonectria"	"unidentified"
1576514	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Thelonectria"	"Thelonectria_coronalis"
979173	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Nectria"	"Nectria_eustromatica"
2821656	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Macroconia"	"Macroconia_bulbipes"
2821657	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Macroconia"	"Macroconia_phlogioides"
1491026	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Thyronectria"	"unidentified"
147878	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Cylindrocladiella"	"Cylindrocladiella_elegans"
2185196	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Xenogliocladiopsis"	"Xenogliocladiopsis_cypellocarpae"
370297	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Gliocephalotrichum"	"Gliocephalotrichum_ohiense"
1027818	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Allantonectria"	"Allantonectria_miltina"
74397	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Chaetopsina"	"Chaetopsina_fulva"
362043	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_austrokoningii"
338181	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_voglmayrii"
692670	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_longipile"
1432391	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_stipitatum"
1432385	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_sinuosum"
767782	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Hypomyces"	"Hypomyces_australasiaticus"
1052584	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Hypocreopsis"	"Hypocreopsis_lichenoides"
2888297	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Kiflimonium"	"Kiflimonium_junci"
93591	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Lecanicillium"	"Lecanicillium_fungicola"
983339	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Cordyceps"	"Cordyceps_cateniannulata"
2714763	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Akanthomyces"	"Akanthomyces_lecanii"
2496432	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Gamszarea"	"Gamszarea_microspora"
2767396	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Leptobacillium"	"Leptobacillium_symbioticum"
2607882	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Ophiocordyceps"	"Ophiocordyceps_pseudocommunis"
235377	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Ophiocordyceps"	"Ophiocordyceps_agriotidis"
2082532	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Harposporium"	"Harposporium_cerberi"
228611	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Polycephalomyces"	"Polycephalomyces_ramosus"
2908803	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Pleurocordyceps"	"unidentified"
3029690	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Ophiocordycipitaceae"	"Perennicordyceps"	"unidentified"
379502	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Clavicipitaceae"	"Claviceps"	"Claviceps_panicoidearum"
254901	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Clavicipitaceae"	"Claviceps"	"Claviceps_digitariae"
92629	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_album"
1036736	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Clavicipitaceae"	"Subuliphorum"	"Subuliphorum_camptosporum"
241409	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Bionectriaceae"	"Geosmithia"	"unidentified"
68827	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Bionectriaceae"	"Geosmithia"	"Geosmithia_putterillii"
749674	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Bionectriaceae"	"Waltergamsia"	"Waltergamsia_fusidioides"
1924280	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Bionectriaceae"	"Ovicillium"	"Ovicillium_napiforme"
2686196	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Sarocladiaceae"	"Parasarocladium"	"Parasarocladium_alavariense"
2884901	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Niessliaceae"	"Niesslia"	"Niesslia_tenuis"
2075167	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Niessliaceae"	"Monocillium"	"Monocillium_curvisetosum"
1860029	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Stachybotryaceae"	"Striatibotrys"	"Striatibotrys_oleronensis"
1859699	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Stachybotryaceae"	"Albifimbria"	"Albifimbria_verrucaria"
431026	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"unidentified"	"Eucasphaeria"	"Eucasphaeria_capensis"
264926	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Tilachlidiaceae"	"Septofusidium"	"Septofusidium_herbarum"
5592	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"unidentified"	"unidentified"	"unidentified"
5593	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Microascaceae"	"unidentified"	"unidentified"
561152	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Microascaceae"	"Scopulariopsis"	"Scopulariopsis_brevicaulis"
2496417	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Microascaceae"	"Microascus"	"Microascus_superficialis"
600623	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Ceratocystis"	"Ceratocystis_diversiconidia"
259994	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Ceratocystis"	"Ceratocystis_pirilliformis"
312342	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Ceratocystis"	"Ceratocystis_variospora"
444310	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Ceratocystis"	"Ceratocystis_tsitsikammensis"
1580846	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Endoconidiophora"	"Endoconidiophora_douglasii"
1580862	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Microascales"	"Ceratocystidaceae"	"Huntiella"	"Huntiella_moniliformopsis"
2717793	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Glomerellales"	"Glomerellaceae"	"Colletotrichum"	"Colletotrichum_bambusicola"
27337	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Glomerellales"	"Plectosphaerellaceae"	"Verticillium"	"Verticillium_dahliae"
1096524	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Savoryellales"	"Savoryellaceae"	"Savoryella"	"Savoryella_longispora"
743282	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_ophiopoda"
2069613	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_karyophthora"
743260	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_haemorrhoidalis"
1636085	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_subtorulosa"
363999	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_grammica"
1480147	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_fraseri"
1480148	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_moelleroclavus"
323545	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Xylaria"	"Xylaria_multiplex"
97378	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Biscogniauxia"	"Biscogniauxia_nummularia"
326637	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Biscogniauxia"	"Biscogniauxia_formosana"
2815581	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Biscogniauxia"	"Biscogniauxia_mangiferae"
109369	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Camillea"	"unidentified"
110548	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Camillea"	"Camillea_tinctor"
1458834	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Lopadostoma"	"Lopadostoma_fagi"
1458839	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Lopadostoma"	"Lopadostoma_quercicola"
189356	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Clypeosphaeria"	"Clypeosphaeria_phillyreae"
2305218	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Durotheca"	"Durotheca_guizhouensis"
1699854	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Sarcoxylon"	"Sarcoxylon_compunctum"
743119	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Xylariaceae"	"Kretzschmaria"	"Kretzschmaria_pavimentosa"
2594543	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Hypoxylon"	"Hypoxylon_olivaceopigmentum"
2585249	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Hypoxylon"	"Hypoxylon_mangrovei"
152305	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Hypoxylon"	"Hypoxylon_haematostroma"
1364922	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Hypoxylon"	"Hypoxylon_gibriacense"
2911218	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Hypoxylon"	"Hypoxylon_cyclobalanopsidis"
326618	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Annulohypoxylon"	"Annulohypoxylon_cohaerens"
2307119	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Annulohypoxylon"	"Annulohypoxylon_aff._atroroseum"
326622	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Annulohypoxylon"	"Annulohypoxylon_moriforme"
326645	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Hypoxylaceae"	"Daldinia"	"Daldinia_childiae"
106263	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Apiosporaceae"	"unidentified"	"unidentified"
1972608	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Apiosporaceae"	"Apiospora"	"Apiospora_garethjonesii"
1812719	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Apiosporaceae"	"Apiospora"	"Apiospora_yunnana"
323529	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"unidentified"	"Dicyma"	"Dicyma_funiculosa"
1710696	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"unidentified"	"Collodiscula"	"Collodiscula_fangjingshanensis"
1663543	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"unidentified"	"Castanediella"	"Castanediella_acaciae"
1956015	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"unidentified"	"Clypeophysalospora"	"Clypeophysalospora_latitans"
2924951	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Requienellaceae"	"Acrocordiella"	"Acrocordiella_photiniicola"
1812773	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Requienellaceae"	"Requienella"	"unidentified"
1812774	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Requienellaceae"	"Requienella"	"Requienella_fraxini"
42364	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Diatrypaceae"	"unidentified"	"unidentified"
859176	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Diatrypaceae"	"Diatrype"	"Diatrype_brunneospora"
141260	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Diatrypaceae"	"Alloeutypa"	"Alloeutypa_flavovirens"
1812748	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Amphisphaeriaceae"	"Lepteutypa"	"Lepteutypa_sambuci"
1699845	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Sporocadaceae"	"Seimatosporium"	"Seimatosporium_physocarpi"
2502008	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Sporocadaceae"	"Allelochaeta"	"unidentified"
1641966	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Xylariales"	"Sporocadaceae"	"Synnemapestaloides"	"unidentified"
1537731	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	"Diaporthe_macintoshii"
230357	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	"Diaporthe_angelicae"
2547849	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	"Diaporthe_cercidis"
2609235	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	"Diaporthe_sinensis"
2730911	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	"Diaporthe_ellipsoidea"
494041	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Gnomoniaceae"	"Ophiognomonia"	"unidentified"
515532	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Gnomoniaceae"	"Ophiognomonia"	"Ophiognomonia_micromegala"
1191159	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Gnomoniaceae"	"Gnomoniopsis"	"Gnomoniopsis_smithogilvyi"
1247911	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Melanconiellaceae"	"Melanconiella"	"Melanconiella_carpinicola"
1247920	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Melanconiellaceae"	"Melanconiella"	"Melanconiella_hyperopta"
2170419	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Melanconiellaceae"	"Melanconiella"	"Melanconiella_cornuta"
172198	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Melanconiellaceae"	"Greeneria"	"Greeneria_uvicola"
5117	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Valsaceae"	"unidentified"	"unidentified"
117544	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Valsaceae"	"Cytospora"	"unidentified"
2065217	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Valsaceae"	"Cytospora"	"Cytospora_spiraeae"
305399	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Cryphonectriaceae"	"Chrysoporthe"	"unidentified"
305400	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Cryphonectriaceae"	"Chrysoporthe"	"Chrysoporthe_cubensis"
1208917	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Cryphonectriaceae"	"Cryphonectria"	"Cryphonectria_naterciae"
172185	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Melanconidaceae"	"Melanconis"	"Melanconis_stilbostoma"
2041235	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"Tubakiaceae"	"Tubakia"	"Tubakia_thailandensis"
2053602	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Diaporthales"	"unidentified"	"Caudospora"	"Caudospora_taleola"
2268377	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Leptographium"	"Leptographium_vulnerum"
96399	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Leptographium"	"Leptographium_olivaceum"
100367	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Leptographium"	"Leptographium_procerum"
325636	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ophiostoma"	"Ophiostoma_sejunctum"
943249	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ophiostoma"	"Ophiostoma_fuscum"
91037	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ophiostoma"	"Ophiostoma_subannulatum"
1892473	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ophiostoma"	"Ophiostoma_denticulatum"
2819636	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ceratocystiopsis"	"Ceratocystiopsis_lunata"
2829400	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Ceratocystiopsis"	"Ceratocystiopsis_yantaiensis"
2100102	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Grosmannia"	"Grosmannia_yunnanensis"
943252	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Masuyamyces"	"Masuyamyces_saponiodorus"
2745882	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Chrysosphaeria"	"Chrysosphaeria_jannelii"
2268570	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Graphilbum"	"Graphilbum_anningense"
360146	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Hyalorhinocladiella"	"Hyalorhinocladiella_minuta-bicolor"
50474	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Subbaromyces"	"Subbaromyces_splendens"
388914	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Raffaelea"	"Raffaelea_scolytodis"
29907	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Ophiostomatales"	"Ophiostomataceae"	"Sporothrix"	"unidentified"
5149	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"Chaetomiaceae"	"Chaetomium"	"unidentified"
1934357	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"Chaetomiaceae"	"Arcopilus"	"Arcopilus_flavigenus"
343507	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"Lasiosphaeriaceae"	"Strattonia"	"Strattonia_oblecythiformis"
241066	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"unidentified"	"Ramophialophora"	"Ramophialophora_vesiculosa"
303324	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"Diplogelasinosporaceae"	"Diplogelasinospora"	"unidentified"
2829114	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Chaetosphaeriales"	"Chaetosphaeriaceae"	"Arcuatospora"	"Arcuatospora_seorsa"
1499097	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Chaetosphaeriales"	"Chaetosphaeriaceae"	"Pseudolachnea"	"Pseudolachnea_hispidula"
2321132	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Phyllachorales"	"Phyllachoraceae"	"Phyllachora"	"Phyllachora_sphaerocaryi"
