"otu"	"superkingdom"	"phylum"	"clade"	"order"	"family"	"genus"	"species"
749598	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_arachidicola"
2339074	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_cari"
749880	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"unidentified"
1770248	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_helianthi"
749886	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_trachelii"
749889	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_cucurbitacearum"
749883	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_andigena"
1623247	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_citrulli"
1200839	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_tanaceti"
749881	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_actaeae"
2698383	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_sambucella"
1769834	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Calophoma"	"unidentified"
2698353	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Calophoma"	"Calophoma_vincetoxici"
622173	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Calophoma"	"Calophoma_clematidina"
1770170	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"unidentified"
646068	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_paspali"
1770173	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_europaea"
1960838	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_adenii"
1770171	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_desmazieri"
2301472	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_tardicrescens"
749831	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Chaetasbolisia"	"Chaetasbolisia_eupatorii"
1770151	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Heterophoma"	"Heterophoma_adonidis"
446929	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Heterophoma"	"Heterophoma_nobilis"
372025	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Ascochyta"	"Ascochyta_fabae"
749840	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Ascochyta"	"Ascochyta_herbicola"
2684554	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Vandijckomycella"	"Vandijckomycella_snoekiae"
2684553	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Vandijckomycella"	"Vandijckomycella_joseae"
749870	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Paraboeremia"	"Paraboeremia_selaginellae"
749864	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Allophoma"	"Allophoma_piperis"
2763203	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Pseudopeyronellaea"	"Pseudopeyronellaea_eucalypti"
749648	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Phomatodes"	"Phomatodes_aubrietiae"
646057	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Cumuliphoma"	"Cumuliphoma_omnivirens"
749651	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Vacuiphoma"	"Vacuiphoma_bulgarica"
1770230	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Nothophoma"	"unidentified"
2093388	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Nothophoma"	"Nothophoma_acaciae"
1414616	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Nothophoma"	"Nothophoma_prosopidis"
1770203	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neodidymelliopsis"	"unidentified"
2233985	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Neodidymelliopsis"	"Neodidymelliopsis_negundinis"
2301486	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Remotididymella"	"Remotididymella_anthropophila"
5020	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"unidentified"	"unidentified"
487648	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	"Phaeosphaeria_rousseliana"
228211	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeriopsis"	"unidentified"
2024359	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"Acericola"	"Acericola_italica"
2518486	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"Setophoma"	"Setophoma_yunnanensis"
2591507	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	"Parastagonospora_novozelandica"
2502832	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Leptosphaeriaceae"	"Sphaerellopsis"	"Sphaerellopsis_isthmospora"
2007334	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Leptosphaeriaceae"	"Neoleptosphaeria"	"Neoleptosphaeria_jonesii"
1077357	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Coniothyriaceae"	"Coniothyrium"	"Coniothyrium_dolichi"
2053779	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Cucurbitariaceae"	"Neocucurbitaria"	"Neocucurbitaria_populi"
1935941	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Thyridariaceae"	"Thyridaria"	"Thyridaria_broussonetiae"
2856758	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Thyridariaceae"	"Thyridaria"	"Thyridaria_aureobrunnea"
1538321	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Thyridariaceae"	"Roussoella"	"Roussoella_scabrispora"
1130414	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"unidentified"	"Neocamarographium"	"Neocamarographium_carpini"
635206	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"unidentified"	"Pseudorobillarda"	"Pseudorobillarda_sojae"
1763021	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"unidentified"	"Cryptocoryneum"	"Cryptocoryneum_condensatum"
858769	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"unidentified"	"Phaeomycocentrospora"	"Phaeomycocentrospora_cantuariensis"
409207	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Melanommataceae"	"Beverwykella"	"Beverwykella_pulmonaria"
2682048	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Melanommataceae"	"Camposporium"	"Camposporium_septatum"
947562	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Massariaceae"	"Massaria"	"Massaria_ariae"
947589	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Massariaceae"	"Massaria"	"Massaria_ulmi"
1762046	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Amniculicolaceae"	"Murispora"	"Murispora_cicognanii"
714940	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Tetraplosphaeriaceae"	"unidentified"	"unidentified"
2696349	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Tetraplosphaeriaceae"	"Tetraploa"	"Tetraploa_aquatica"
2134015	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymosphaeriaceae"	"Pseudopithomyces"	"Pseudopithomyces_rosae"
228895	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Venturiales"	"Sympoventuriaceae"	"Scolecobasidium"	"Scolecobasidium_humicola"
452563	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"unidentified"	"unidentified"
5498	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"unidentified"
1758412	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_aciculare"
29917	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_cladosporioides"
70808	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_tenuissimum"
92950	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_sphaerospermum"
29918	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_herbarum"
1052096	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_halotolerans"
1052097	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_salinae"
2074853	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_alternicoloratum"
1116207	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_aphidis"
706564	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Melanodothis"	"Melanodothis_caricis"
470064	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Toxicocladosporium"	"Toxicocladosporium_irritans"
634215	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Toxicocladosporium"	"Toxicocladosporium_rubrigenum"
166631	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Graphiopsis"	"Graphiopsis_chlorocephala"
470018	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Rachicladosporium"	"unidentified"
2726947	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"unidentified"	"unidentified"	"unidentified"
2718949	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Mycosphaerellaceae"	"Neoacervuloseptoria"	"Neoacervuloseptoria_fraxini"
487645	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_flageoletiana"
688230	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Mycosphaerellaceae"	"Zasmidium"	"Zasmidium_nocoxi"
237584	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Teratosphaeriaceae"	"Teratosphaeria"	"unidentified"
630511	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Teratosphaeriaceae"	"Teratosphaeria"	"Teratosphaeria_alboconidia"
37937	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Dissoconiaceae"	"Ramichloridium"	"unidentified"
1508290	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Neodevriesiaceae"	"Neodevriesia"	"unidentified"
476042	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Mycosphaerellales"	"Cystocoleaceae"	"Cystocoleus"	"Cystocoleus_ebeneus"
1214781	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Botryosphaeriales"	"Phyllostictaceae"	"Phyllosticta"	"Phyllosticta_styracicola"
40113	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Arthoniales"	"Roccellaceae"	"Lecanactis"	"Lecanactis_abietina"
78060	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Parmeliaceae"	"unidentified"	"unidentified"
2126726	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Parmeliaceae"	"Crespoa"	"Crespoa_scrobicularis"
108953	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Parmeliaceae"	"Protoparmelia"	"unidentified"
315938	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Parmeliaceae"	"Anzia"	"Anzia_opuntiella"
643236	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Ramalinaceae"	"Ramalina"	"Ramalina_nodosa"
859460	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Ramalinaceae"	"Ramalina"	"Ramalina_erosa"
161820	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Ramalinaceae"	"Biatora"	"Biatora_sphaeroides"
404708	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Ramalinaceae"	"Niebla"	"unidentified"
2487676	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_cf._glebosa"
174045	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_stellaris"
395042	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Catillariaceae"	"Solenopsora"	"unidentified"
1403735	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Catillariaceae"	"Solenopsora"	"Solenopsora_cesatii"
2548431	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Stereocaulaceae"	"Lepraria"	"Lepraria_aff._hodkinsoniana"
462656	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Haematommataceae"	"Haematomma"	"Haematomma_flexuosum"
2582745	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Pilocarpaceae"	"Fellhanera"	"Fellhanera_dominicana"
400700	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Mycoblastaceae"	"Mycoblastus"	"Mycoblastus_affinis"
48861	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"unidentified"
162011	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_venosa"
1986544	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_neodegenii"
2303337	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_austroamericana"
363703	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Nephromataceae"	"Nephroma"	"Nephroma_occultum"
129110	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Lobariaceae"	"Pseudocyphellaria"	"unidentified"
574972	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Pannariaceae"	"Psoroma"	"Psoroma_tenue"
88646	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"unidentified"	"unidentified"
442469	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Teloschistes"	"Teloschistes_flavicans"
1498903	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Langeottia"	"Langeottia_ottolangei"
57086	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Calicium"	"Calicium_adspersum"
630229	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Physciaceae"	"Physcia"	"Physcia_austrostellaris"
909482	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Ostropales"	"Stictidaceae"	"Stictis"	"Stictis_confusa"
192898	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Ostropales"	"Graphidaceae"	"Diploschistes"	"Diploschistes_cinereocaesius"
2606994	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Pertusariales"	"Ochrolechiaceae"	"Ochrolechia"	"Ochrolechia_gowardii"
2184021	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Sarrameanales"	"Sarrameanaceae"	"Loxospora"	"Loxospora_cristinae"
452209	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Umbilicariales"	"Ropalosporaceae"	"Ropalospora"	"Ropalospora_phaeoplaca"
5042	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"unidentified"	"unidentified"	"unidentified"
162425	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_nidulans"
168475	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_taxi"
128434	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	"Talaromyces_diversus"
51575	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Onygenales"	"Ascosphaeraceae"	"Ascosphaera"	"Ascosphaera_naganensis"
1033840	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_aquamarina"
2654846	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_avicenniae"
644155	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Verrucariales"	"Verrucariaceae"	"Verrucaria"	"Verrucaria_rosula"
2910505	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Verrucariales"	"Verrucariaceae"	"Endocarpon"	"Endocarpon_neopallidulum"
2292785	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Sclerococcales"	"Dactylosporaceae"	"Sclerococcum"	"Sclerococcum_fusiformis"
2028468	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Lichinales"	"Peltulaceae"	"Peltula"	"Peltula_psammophila"
2032736	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Geoglossales"	"Geoglossaceae"	"Glutinoglossum"	"Glutinoglossum_peregrinans"
323697	"Eukaryota"	"Ascomycota"	"saccharomyceta"	"Pezizales"	"Pyronemataceae"	"Genea"	"Genea_gardneri"
692044	"Eukaryota"	"Ascomycota"	"saccharomyceta"	"Pezizales"	"Tuberaceae"	"Tuber"	"Tuber_sphaerosporum"
5338	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"unidentified"	"unidentified"	"unidentified"
665596	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"unidentified"	"unidentified"
71953	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"unidentified"
2015041	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_subferruginea"
2874931	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_galactica"
1933591	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_kapila"
2015039	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_spiniformis"
2979474	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_pallidiangulata"
2491002	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_venustissima"
2259747	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_roseifolia"
469455	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_pseudoreducta"
2650642	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_vestalis"
517557	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_emergens"
1218799	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_miyiensis"
1080820	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_purpureobadia"
673994	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_cf._langei_EL8306"
1933594	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_rekhankitha"
1080821	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_ericetorum"
2546433	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_plocamophora"
467867	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_phaeocomis"
993620	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_semifulva"
467876	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_diabolica"
1617981	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_iringolkavensis"
2292709	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_lemmi"
1655542	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_kohistanensis"
2291539	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_curcumina"
935545	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_glabrescens"
1933597	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_snigdha"
1705571	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_purpureoflavida"
509162	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_phaeoleuca"
696028	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_cf._microspora_TAA185187"
1933598	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_viraktha"
1937803	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_ahmadii"
1933588	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_babruka"
2015046	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_tumidula"
1080819	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_paludicola"
2015042	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_subpulverulenta"
1899538	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_nothomixtilis"
643639	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_saliceticola"
702297	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_scabriuscula"
674002	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_cincinnata"
1899536	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_ceskae"
674010	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_griseovelata"
1987554	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_vicina"
1495111	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_exigens"
2809969	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_audens"
240327	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_subochracea"
1508715	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_geniculata"
